TYPE	CODE	DESC
PR	CD2YYZZ	TOMOGRAPHIC (TOMO) NUCLEAR MEDICINE IMAGING OF DIGESTIVE SYSTEM USING OTHER RADIONUCLIDE
DX	S28222S	PARTIAL TRAUMATIC AMPUTATION OF LEFT BREAST, SEQUELA
DX	V582XXA	PERSON ON OUTSIDE OF PICK-UP TRUCK OR VAN INJURED IN NONCOLLISION TRANSPORT ACCIDENT IN NONTRAFFIC ACCIDENT, INITIAL ENCOUNTER
PR	49.79	nan
PR	3E0H36Z	INTRODUCTION OF NUTRITIONAL SUBSTANCE INTO LOWER GI, PERCUTANEOUS APPROACH
RX	49281820110	nan
DX	Y210XXA	DROWNING AND SUBMERSION WHILE IN BATHTUB, UNDETERMINED INTENT, INITIAL ENCOUNTER
RX	50111043003	METOCLOPRAMIDE HCL
PR	00BS0ZX	EXCISION OF HYPOGLOSSAL NERVE, OPEN APPROACH, DIAGNOSTIC
PR	0PBD3ZX	EXCISION OF LEFT HUMERAL HEAD, PERCUTANEOUS APPROACH, DIAGNOSTIC
DX	H05319	ATROPHY OF UNSPECIFIED ORBIT
DX	S93411S	SPRAIN OF CALCANEOFIBULAR LIGAMENT OF RIGHT ANKLE, SEQUELA
DX	S61032S	PUNCTURE WOUND WITHOUT FOREIGN BODY OF LEFT THUMB WITHOUT DAMAGE TO NAIL, SEQUELA
DX	Z6838	BODY MASS INDEX (BMI) 38.0-38.9, ADULT
DX	D142	BENIGN NEOPLASM OF TRACHEA
PR	H0018	BEHAVIORAL HEALTH; SHORT-TERM RESIDENTIAL (NONHOSPITAL RESIDENTIAL TREATMENT PROGRAM), WITHOUT ROOM AND BOARD, PER DIEM
DX	S62355G	NONDISPLACED FRACTURE OF SHAFT OF FOURTH METACARPAL BONE, LEFT HAND, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH DELAYED HEALING
DX	T783X	nan
DX	2494	SECONDARY DIABETES MELLITUS WITH RENAL MANIFESTATIONS
DX	36512	LOW TENSION OPEN-ANGLE GLAUCOMA
RX	55111035610	DONEPEZIL HCL
DX	061	DENGUE
PR	0QUD07Z	SUPPLEMENT RIGHT PATELLA WITH AUTOLOGOUS TISSUE SUBSTITUTE, OPEN APPROACH
PR	G0279	DIAGNOSTIC DIGITAL BREAST TOMOSYNTHESIS, UNILATERAL OR BILATERAL (LIST SEPARATELY IN ADDITION TO 77065 OR 77066)
PR	1AHM3	nan
DX	V2384	SUPERVISION OF HIGH-RISK PREGNANCY OF YOUNG MULTIGRAVIDA
DX	E70311	AUTOSOMAL RECESSIVE OCULAR ALBINISM
DX	T2053XA	CORROSION OF FIRST DEGREE OF CHIN, INITIAL ENCOUNTER
RX	63459091211	GRANIX
DX	S4981XD	OTHER SPECIFIED INJURIES OF RIGHT SHOULDER AND UPPER ARM, SUBSEQUENT ENCOUNTER
DX	S72052S	UNSPECIFIED FRACTURE OF HEAD OF LEFT FEMUR, SEQUELA
DX	S8322	PERIPHERAL TEAR OF MEDIAL MENISCUS, CURRENT INJURY
DX	M80059K	AGE-RELATED OSTEOPOROSIS WITH CURRENT PATHOLOGICAL FRACTURE, UNSPECIFIED FEMUR, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH NONUNION
RX	00378353005	MIRTAZAPINE
DX	S63062S	SUBLUXATION OF METACARPAL (BONE), PROXIMAL END OF LEFT HAND, SEQUELA
RX	00006428701	nan
DX	C44229	SQUAMOUS CELL CARCINOMA OF SKIN OF LEFT EAR AND EXTERNAL AURICULAR CANAL
RX	10885000201	SYNERA
PR	BR12ZZZ	FLUOROSCOPY OF THORACIC DISC(S)
RX	00603211621	ALLOPURINOL
DX	4263	OTHER LEFT BUNDLE BRANCH BLOCK
PR	3CFKS	nan
DX	480	VIRAL PNEUMONIA
DX	Z171	ESTROGEN RECEPTOR NEGATIVE STATUS [ER-]
PR	30100	BIOPSY, INTRANASAL
RX	68462035201	HYDROXYZINE HCL
DX	E0100	ACTIVITY INVOLVING EXERCISE MACHINES PRIMARILY FOR MUSCLE STRENGTHENING
DX	C714	MALIGNANT NEOPLASM OF OCCIPITAL LOBE
DX	F304	MANIC EPISODE IN FULL REMISSION
RX	59762371903	ALPRAZOLAM
DX	M87242	OSTEONECROSIS DUE TO PREVIOUS TRAUMA, LEFT HAND
PR	24615	OPEN TREATMENT OF ACUTE OR CHRONIC ELBOW DISLOCATION
DX	S52232S	DISPLACED OBLIQUE FRACTURE OF SHAFT OF LEFT ULNA, SEQUELA
PR	L0624	SACROILIAC ORTHOTIC, PROVIDES PELVIC-SACRAL SUPPORT, WITH RIGID OR SEMI-RIGID PANELS PLACED OVER THE SACRUM AND ABDOMEN, REDUCES MOTION ABOUT THE SACROILIAC JOINT, INCLUDES STRAPS, CLOSURES, MAY INCLUDE PENDULOUS ABDOMEN DESIGN, CUSTOM FABRICATED
RX	54569579500	NALBUPHINE HCL
PR	A0501	nan
RX	70074051883	PEDIASURE
DX	56889	OTHER SPECIFIED DISORDER OF PERITONEUM
DX	T81710S	COMPLICATION OF MESENTERIC ARTERY FOLLOWING A PROCEDURE, NOT ELSEWHERE CLASSIFIED, SEQUELA
PR	J9212	INJECTION, INTERFERON ALFACON-1, RECOMBINANT, 1 MCG
PR	C0502	nan
PR	G8527	DOCUMENTATION OF ORDER FOR CEFAZOLIN OR CEFUROXIME FOR ANTIMICROBIAL PROPHYLAXIS
DX	V5401	ENCOUNTER FOR REMOVAL OF INTERNAL FIXATION DEVICE
RX	00270131696	nan
DX	I70229	ATHEROSCLEROSIS OF NATIVE ARTERIES OF EXTREMITIES WITH REST PAIN, UNSPECIFIED EXTREMITY
DX	A032	SHIGELLOSIS DUE TO SHIGELLA BOYDII
DX	S62306G	UNSPECIFIED FRACTURE OF FIFTH METACARPAL BONE, RIGHT HAND, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH DELAYED HEALING
DX	53021	ULCER OF ESOPHAGUS WITH BLEEDING
RX	00681806331	nan
DX	S89102A	UNSPECIFIED PHYSEAL FRACTURE OF LOWER END OF LEFT TIBIA, INITIAL ENCOUNTER FOR CLOSED FRACTURE
PR	0D9E7ZZ	DRAINAGE OF LARGE INTESTINE, VIA NATURAL OR ARTIFICIAL OPENING
DX	M13841	OTHER SPECIFIED ARTHRITIS, RIGHT HAND
PR	02UP08Z	SUPPLEMENT PULMONARY TRUNK WITH ZOOPLASTIC TISSUE, OPEN APPROACH
RX	65162054510	PRIMIDONE
DX	S65201A	UNSPECIFIED INJURY OF SUPERFICIAL PALMAR ARCH OF RIGHT HAND, INITIAL ENCOUNTER
PR	06H03	nan
DX	V016	CONTACT WITH OR EXPOSURE TO VENEREAL DISEASES
DX	6441	OTHER THREATENED LABOR
DX	Y803	SURGICAL INSTRUMENTS, MATERIALS AND PHYSICAL MEDICINE DEVICES (INCLUDING SUTURES) ASSOCIATED WITH ADVERSE INCIDENTS
DX	H04573	STENOSIS OF BILATERAL LACRIMAL SAC
PR	02713F6	DILATION OF CORONARY ARTERY, TWO ARTERIES, BIFURCATION, WITH THREE INTRALUMINAL DEVICES, PERCUTANEOUS APPROACH
PR	0SGQ04Z	FUSION OF LEFT TOE PHALANGEAL JOINT WITH INTERNAL FIXATION DEVICE, OPEN APPROACH
RX	05515469878	nan
RX	02400001014	nan
DX	S311	OPEN WOUND OF ABDOMINAL WALL WITHOUT PENETRATION INTO PERITONEAL CAVITY
RX	63323032620	CEFEPIME HCL
PR	J3302	INJECTION, TRIAMCINOLONE DIACETATE, PER 5 MG
DX	80250	nan
DX	9479	BURN OF INTERNAL ORGANS, UNSPECIFIED SITE
DX	M951	CAULIFLOWER EAR
RX	69922700000	nan
RX	08484081028	PRODIGY TWIST TOP LANCET
DX	T84111D	BREAKDOWN (MECHANICAL) OF INTERNAL FIXATION DEVICE OF LEFT HUMERUS, SUBSEQUENT ENCOUNTER
PR	97092	nan
DX	324	INTRACRANIAL AND INTRASPINAL ABSCESS
DX	F4363	nan
PR	0SG10A0	FUSION OF 2 OR MORE LUMBAR VERTEBRAL JOINTS WITH INTERBODY FUSION DEVICE, ANTERIOR APPROACH, ANTERIOR COLUMN, OPEN APPROACH
DX	S90462S	INSECT BITE (NONVENOMOUS), LEFT GREAT TOE, SEQUELA
DX	S3289XK	FRACTURE OF OTHER PARTS OF PELVIS, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH NONUNION
PR	0NBP0ZX	EXCISION OF RIGHT ORBIT, OPEN APPROACH, DIAGNOSTIC
DX	S62115A	NONDISPLACED FRACTURE OF TRIQUETRUM [CUNEIFORM] BONE, LEFT WRIST, INITIAL ENCOUNTER FOR CLOSED FRACTURE
DX	S52272K	MONTEGGIA'S FRACTURE OF LEFT ULNA, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH NONUNION
PR	5751	EXCISION OF URACHUS
DX	S14146S	BROWN-SEQUARD SYNDROME AT C6 LEVEL OF CERVICAL SPINAL CORD, SEQUELA
DX	V151XXA	PEDAL CYCLE PASSENGER INJURED IN COLLISION WITH RAILWAY TRAIN OR RAILWAY VEHICLE IN NONTRAFFIC ACCIDENT, INITIAL ENCOUNTER
DX	E8980	ACCIDENT CAUSED BY BURNING BEDCLOTHES
RX	55390022602	AMIKACIN SULFATE
RX	00407141229	OMNIPAQUE
DX	63501	INCOMPLETE LEGALLY INDUCED ABORTION COMPLICATED BY GENITAL TRACT AND PELVIC INFECTION
RX	08213100033	WOUND MATRIX
PR	A4263	PERMANENT, LONG-TERM, NONDISSOLVABLE LACRIMAL DUCT IMPLANT, EACH
PR	0QDP0ZZ	EXTRACTION OF LEFT METATARSAL, OPEN APPROACH
RX	00000302930	nan
PR	0SG00ZJ	FUSION OF LUMBAR VERTEBRAL JOINT, POSTERIOR APPROACH, ANTERIOR COLUMN, OPEN APPROACH
RX	13107004405	OXYCODONE-ACETAMINOPHEN
PR	0Q504ZZ	DESTRUCTION OF LUMBAR VERTEBRA, PERCUTANEOUS ENDOSCOPIC APPROACH
DX	1251	MALAYAN FILARIASIS
DX	S76111A	STRAIN OF RIGHT QUADRICEPS MUSCLE, FASCIA AND TENDON, INITIAL ENCOUNTER
DX	T84624D	INFECTION AND INFLAMMATORY REACTION DUE TO INTERNAL FIXATION DEVICE OF RIGHT FIBULA, SUBSEQUENT ENCOUNTER
DX	S66326S	LACERATION OF EXTENSOR MUSCLE, FASCIA AND TENDON OF RIGHT LITTLE FINGER AT WRIST AND HAND LEVEL, SEQUELA
DX	S93122D	DISLOCATION OF METATARSOPHALANGEAL JOINT OF LEFT GREAT TOE, SUBSEQUENT ENCOUNTER
RX	00006499200	RECOMBIVAX HB
DX	S70911A	UNSPECIFIED SUPERFICIAL INJURY OF RIGHT HIP, INITIAL ENCOUNTER
PR	PD204	nan
DX	H11031	DOUBLE PTERYGIUM OF RIGHT EYE
DX	A564	CHLAMYDIAL INFECTION OF PHARYNX
RX	34928154505	nan
PR	5641	PARTIAL URETERECTOMY
DX	S82842M	DISPLACED BIMALLEOLAR FRACTURE OF LEFT LOWER LEG, SUBSEQUENT ENCOUNTER FOR OPEN FRACTURE TYPE I OR II WITH NONUNION
DX	S0264XB	FRACTURE OF RAMUS OF MANDIBLE, INITIAL ENCOUNTER FOR OPEN FRACTURE
DX	V3004	nan
PR	77077	JOINT SURVEY, SINGLE VIEW, 2 OR MORE JOINTS (SPECIFY)
DX	01802	ACUTE MILIARY TUBERCULOSIS, BACTERIOLOGICAL OR HISTOLOGICAL EXAMINATION UNKNOWN (AT PRESENT)
RX	49884002910	HYDRALAZINE HCL
RX	00007506240	nan
PR	61001	SUBDURAL TAP THROUGH FONTANELLE, OR SUTURE, INFANT, UNILATERAL OR BILATERAL; SUBSEQUENT TAPS
DX	O714	OBSTETRIC HIGH VAGINAL LACERATION ALONE
DX	M25212	FLAIL JOINT, LEFT SHOULDER
DX	T2641XS	BURN OF RIGHT EYE AND ADNEXA, PART UNSPECIFIED, SEQUELA
PR	03QS0ZZ	REPAIR RIGHT TEMPORAL ARTERY, OPEN APPROACH
PR	69400	EUSTACHIAN TUBE INFLATION, TRANSNASAL; WITH CATHETERIZATION
PR	P9057	RED BLOOD CELLS, FROZEN/DEGLYCEROLIZED/WASHED, LEUKOCYTES REDUCED, IRRADIATED, EACH UNIT
DX	2808	OTHER SPECIFIED IRON DEFICIENCY ANEMIAS
DX	M80822A	OTHER OSTEOPOROSIS WITH CURRENT PATHOLOGICAL FRACTURE, LEFT HUMERUS, INITIAL ENCOUNTER FOR FRACTURE
RX	00019909040	nan
DX	G806	nan
RX	00054025222	IRBESARTAN
PR	0WBK0ZX	EXCISION OF UPPER BACK, OPEN APPROACH, DIAGNOSTIC
RX	76329301205	LIDOCAINE HCL
DX	E103521	TYPE 1 DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH TRACTION RETINAL DETACHMENT INVOLVING THE MACULA, RIGHT EYE
RX	43773100130	nan
RX	68645047354	OMEPRAZOLE
RX	00409318201	LIDOCAINE HCL-EPINEPHRINE
DX	V135XXA	PEDAL CYCLE PASSENGER INJURED IN COLLISION WITH CAR, PICK-UP TRUCK OR VAN IN TRAFFIC ACCIDENT, INITIAL ENCOUNTER
DX	S46309A	UNSPECIFIED INJURY OF MUSCLE, FASCIA AND TENDON OF TRICEPS, UNSPECIFIED ARM, INITIAL ENCOUNTER
DX	87352	OPEN WOUND OF FOREHEAD, COMPLICATED
DX	S66299S	OTHER SPECIFIED INJURY OF EXTENSOR MUSCLE, FASCIA AND TENDON OF UNSPECIFIED THUMB AT WRIST AND HAND LEVEL, SEQUELA
PR	0SQD0ZZ	REPAIR LEFT KNEE JOINT, OPEN APPROACH
RX	04004204805	nan
RX	59584013801	CANDIN
PR	70487	COMPUTED TOMOGRAPHY, MAXILLOFACIAL AREA; WITH CONTRAST MATERIAL(S)
PR	05LD0ZZ	OCCLUSION OF RIGHT CEPHALIC VEIN, OPEN APPROACH
DX	S8702XS	CRUSHING INJURY OF LEFT KNEE, SEQUELA
DX	S42425S	NONDISPLACED COMMINUTED SUPRACONDYLAR FRACTURE WITHOUT INTERCONDYLAR FRACTURE OF LEFT HUMERUS, SEQUELA
PR	0QP004Z	REMOVAL OF INTERNAL FIXATION DEVICE FROM LUMBAR VERTEBRA, OPEN APPROACH
DX	S65001A	UNSPECIFIED INJURY OF ULNAR ARTERY AT WRIST AND HAND LEVEL OF RIGHT ARM, INITIAL ENCOUNTER
RX	25789403001	nan
DX	T2840XS	BURN OF UNSPECIFIED INTERNAL ORGAN, SEQUELA
PR	H2017	PSYCHOSOCIAL REHABILITATION SERVICES, PER 15 MINUTES
RX	04009733701	nan
RX	05967631204	nan
PR	0Y9D30Z	DRAINAGE OF LEFT UPPER LEG WITH DRAINAGE DEVICE, PERCUTANEOUS APPROACH
DX	B744	MANSONELLIASIS
PR	B51KZZA	FLUOROSCOPY OF LEFT RENAL VEIN, GUIDANCE
RX	33332001401	AFLURIA 2014-2015
RX	00001000203	nan
RX	49702022813	TIVICAY
PR	0DT34ZZ	RESECTION OF LOWER ESOPHAGUS, PERCUTANEOUS ENDOSCOPIC APPROACH
PR	37.24	nan
DX	A0682	OTHER AMEBIC GENITOURINARY INFECTIONS
PR	97174	nan
RX	38779196806	SUFENTANIL CITRATE
DX	H401032	nan
RX	00185014505	NABUMETONE
PR	D0921	nan
RX	00094070913	nan
RX	47046102010	nan
DX	V131XXA	PEDAL CYCLE PASSENGER INJURED IN COLLISION WITH CAR, PICK-UP TRUCK OR VAN IN NONTRAFFIC ACCIDENT, INITIAL ENCOUNTER
PR	2CGKX	nan
PR	90.834	nan
RX	00338050741	GENTAMICIN SULFATE IN NS
RX	00378905593	LIDOCAINE
PR	10P00YZ	REMOVAL OF OTHER DEVICE FROM PRODUCTS OF CONCEPTION, OPEN APPROACH
DX	S82111N	DISPLACED FRACTURE OF RIGHT TIBIAL SPINE, SUBSEQUENT ENCOUNTER FOR OPEN FRACTURE TYPE IIIA, IIIB, OR IIIC WITH NONUNION
DX	R913	nan
DX	11515	HISTOPLASMA DUBOISII PNEUMONIA
DX	K602	ANAL FISSURE, UNSPECIFIED
PR	4210	ESOPHAGOSTOMY, NOT OTHERWISE SPECIFIED
RX	33358031301	nan
DX	S194XXA	nan
PR	1CGN4	nan
DX	C168	MALIGNANT NEOPLASM OF OVERLAPPING SITES OF STOMACH
RX	16729002016	PIOGLITAZONE HCL
RX	49281008610	nan
DX	H02032	SENILE ENTROPION OF RIGHT LOWER EYELID
DX	T56893D	TOXIC EFFECT OF OTHER METALS, ASSAULT, SUBSEQUENT ENCOUNTER
DX	71993	UNSPECIFIED DISORDER OF FOREARM JOINT
DX	S0501XD	INJURY OF CONJUNCTIVA AND CORNEAL ABRASION WITHOUT FOREIGN BODY, RIGHT EYE, SUBSEQUENT ENCOUNTER
DX	E3122	MULTIPLE ENDOCRINE NEOPLASIA [MEN] TYPE IIA
DX	B0001	nan
DX	S61131D	PUNCTURE WOUND WITHOUT FOREIGN BODY OF RIGHT THUMB WITH DAMAGE TO NAIL, SUBSEQUENT ENCOUNTER
RX	00009023402	BACITRACIN
PR	28300	OSTEOTOMY; CALCANEUS (EG, DWYER OR CHAMBERS TYPE PROCEDURE), WITH OR WITHOUT INTERNAL FIXATION
DX	F417	nan
DX	6252	MITTELSCHMERZ
RX	00409198510	LORAZEPAM
RX	00496088230	LMX 4
RX	51927222153	nan
DX	S3242	FRACTURE OF POSTERIOR WALL OF ACETABULUM
RX	70641012010	nan
PR	3BFNT	nan
PR	2W49X5Z	PACKING OF LEFT UPPER EXTREMITY USING PACKING MATERIAL
RX	00781313272	nan
RX	00713317101	CLINDAMYCIN HCL
DX	6249	UNSPECIFIED NONINFLAMMATORY DISORDER OF VULVA AND PERINEUM
DX	T2130XD	BURN OF THIRD DEGREE OF TRUNK, UNSPECIFIED SITE, SUBSEQUENT ENCOUNTER
DX	V80010S	ANIMAL-RIDER INJURED BY FALL FROM OR BEING THROWN FROM HORSE IN NONCOLLISION ACCIDENT, SEQUELA
RX	63323064220	MAGNESIUM SULFATE
PR	34.24	nan
RX	54458087810	HYDROCHLOROTHIAZIDE
DX	7954	OTHER NONSPECIFIC ABNORMAL HISTOLOGICAL FINDINGS
RX	00409127303	DIAZEPAM
PR	92544	OPTOKINETIC NYSTAGMUS TEST, BIDIRECTIONAL, FOVEAL OR PERIPHERAL STIMULATION, WITH RECORDING
DX	T23209D	BURN OF SECOND DEGREE OF UNSPECIFIED HAND, UNSPECIFIED SITE, SUBSEQUENT ENCOUNTER
PR	30117	EXCISION OR DESTRUCTION (EG, LASER), INTRANASAL LESION; INTERNAL APPROACH
PR	E1550	BATH CONDUCTIVITY METER FOR HEMODIALYSIS, EACH
PR	RVC0A	nan
DX	S92322	DISPLACED FRACTURE OF SECOND METATARSAL BONE, LEFT FOOT
PR	HZ38ZZZ	INDIVIDUAL COUNSELING FOR SUBSTANCE ABUSE TREATMENT, CONFRONTATIONAL
PR	0T9770Z	DRAINAGE OF LEFT URETER WITH DRAINAGE DEVICE, VIA NATURAL OR ARTIFICIAL OPENING
PR	0MTM0ZZ	RESECTION OF LEFT HIP BURSA AND LIGAMENT, OPEN APPROACH
PR	46.93	nan
DX	4108	ACUTE MYOCARDIAL INFARCTION OF OTHER SPECIFIED SITES
DX	29692	nan
PR	13131	REPAIR, COMPLEX, FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, AXILLAE, GENITALIA, HANDS AND/OR FEET; 1.1 CM TO 2.5 CM
DX	S42018K	NONDISPLACED FRACTURE OF STERNAL END OF LEFT CLAVICLE, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH NONUNION
DX	I69023	FLUENCY DISORDER FOLLOWING NONTRAUMATIC SUBARACHNOID HEMORRHAGE
RX	00603295830	CLONIDINE HCL
PR	0M943ZX	DRAINAGE OF LEFT ELBOW BURSA AND LIGAMENT, PERCUTANEOUS APPROACH, DIAGNOSTIC
PR	78806	RADIOPHARMACEUTICAL LOCALIZATION OF INFLAMMATORY PROCESS; WHOLE BODY
PR	94010	SPIROMETRY, INCLUDING GRAPHIC RECORD, TOTAL AND TIMED VITAL CAPACITY, EXPIRATORY FLOW RATE MEASUREMENT(S), WITH OR WITHOUT MAXIMAL VOLUNTARY VENTILATION
PR	2AGLT	nan
PR	82175	ARSENIC
RX	67457032325	MOXIFLOXACIN
DX	S99229A	SALTER-HARRIS TYPE II PHYSEAL FRACTURE OF PHALANX OF UNSPECIFIED TOE, INITIAL ENCOUNTER FOR CLOSED FRACTURE
PR	1364	DISCISSION OF SECONDARY MEMBRANE (AFTER CATARACT)
DX	H11111	CONJUNCTIVAL DEPOSITS, RIGHT EYE
DX	S52532F	COLLES' FRACTURE OF LEFT RADIUS, SUBSEQUENT ENCOUNTER FOR OPEN FRACTURE TYPE IIIA, IIIB, OR IIIC WITH ROUTINE HEALING
DX	M25512D	nan
DX	T82212A	DISPLACEMENT OF CORONARY ARTERY BYPASS GRAFT, INITIAL ENCOUNTER
RX	62175015437	METHYLPHENIDATE HCL CD
PR	HZ88ZZZ	MEDICATION MANAGEMENT FOR SUBSTANCE ABUSE TREATMENT, PSYCHIATRIC MEDICATION
RX	00046311000	nan
DX	3313	COMMUNICATING HYDROCEPHALUS
PR	80158	CYCLOSPORINE
DX	M89342	HYPERTROPHY OF BONE, LEFT HAND
RX	30727061670	nan
RX	00469002103	AMEVIVE
DX	M61569	OTHER OSSIFICATION OF MUSCLE, UNSPECIFIED LOWER LEG
DX	75558	CONGENITAL CLEFT HAND
PR	05773DZ	DILATION OF RIGHT AXILLARY VEIN WITH INTRALUMINAL DEVICE, PERCUTANEOUS APPROACH
DX	S14135S	ANTERIOR CORD SYNDROME AT C5 LEVEL OF CERVICAL SPINAL CORD, SEQUELA
RX	51862008001	CARBIDOPA-LEVODOPA
PR	1AFM1	nan
RX	07030043000	nan
RX	45963061957	nan
RX	00000643141	nan
DX	7191	HEMARTHROSIS
PR	26434	REPAIR OF EXTENSOR TENDON, DISTAL INSERTION, PRIMARY OR SECONDARY; WITH FREE GRAFT (INCLUDES OBTAINING GRAFT)
PR	D7295	HARVEST OF BONE FOR USE IN AUTOGENOUS GRAFTING PROCEDURE
DX	S46122S	LACERATION OF MUSCLE, FASCIA AND TENDON OF LONG HEAD OF BICEPS, LEFT ARM, SEQUELA
DX	H40111	nan
DX	2865	HEMORRHAGIC DISORDER DUE TO INTRINSIC CIRCULATING ANTICOAGULANTS
DX	Q375	CLEFT HARD AND SOFT PALATE WITH UNILATERAL CLEFT LIP
DX	D103	BENIGN NEOPLASM OF OTHER AND UNSPECIFIED PARTS OF MOUTH
DX	M84757S	COMPLETE OBLIQUE ATYPICAL FEMORAL FRACTURE, RIGHT LEG, SEQUELA
DX	S82811D	TORUS FRACTURE OF UPPER END OF RIGHT FIBULA, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH ROUTINE HEALING
PR	04V03ZZ	RESTRICTION OF ABDOMINAL AORTA, PERCUTANEOUS APPROACH
DX	S82854C	NONDISPLACED TRIMALLEOLAR FRACTURE OF RIGHT LOWER LEG, INITIAL ENCOUNTER FOR OPEN FRACTURE TYPE IIIA, IIIB, OR IIIC
DX	M62172	OTHER RUPTURE OF MUSCLE (NONTRAUMATIC), LEFT ANKLE AND FOOT
DX	Z96651	PRESENCE OF RIGHT ARTIFICIAL KNEE JOINT
RX	37808002326	nan
PR	77406	RADIATION TREATMENT DELIVERY, SINGLE TREATMENT AREA, SINGLE PORT OR PARALLEL OPPOSED PORTS, SIMPLE BLOCKS OR NO BLOCKS; 20 MEV OR GREATER
PR	0D1H4Z4	BYPASS CECUM TO CUTANEOUS, PERCUTANEOUS ENDOSCOPIC APPROACH
PR	33851	EXCISION OF COARCTATION OF AORTA, WITH OR WITHOUT ASSOCIATED PATENT DUCTUS ARTERIOSUS; REPAIR USING EITHER LEFT SUBCLAVIAN ARTERY OR PROSTHETIC MATERIAL AS GUSSET FOR ENLARGEMENT
DX	O368123	DECREASED FETAL MOVEMENTS, SECOND TRIMESTER, FETUS 3
DX	S31600A	UNSPECIFIED OPEN WOUND OF ABDOMINAL WALL, RIGHT UPPER QUADRANT WITH PENETRATION INTO PERITONEAL CAVITY, INITIAL ENCOUNTER
PR	BP1H1ZZ	FLUOROSCOPY OF LEFT ELBOW USING LOW OSMOLAR CONTRAST
PR	00B04ZZ	EXCISION OF BRAIN, PERCUTANEOUS ENDOSCOPIC APPROACH
RX	00781202005	AMOXICILLIN
DX	S01312A	LACERATION WITHOUT FOREIGN BODY OF LEFT EAR, INITIAL ENCOUNTER
RX	70074535801	nan
PR	0N8V0ZZ	DIVISION OF LEFT MANDIBLE, OPEN APPROACH
DX	M4787	nan
RX	06652111210	nan
PR	0VBH0ZZ	EXCISION OF BILATERAL SPERMATIC CORDS, OPEN APPROACH
DX	O2441	GESTATIONAL DIABETES MELLITUS IN PREGNANCY
DX	Q252	ATRESIA OF AORTA
PR	0NBP4ZX	EXCISION OF RIGHT ORBIT, PERCUTANEOUS ENDOSCOPIC APPROACH, DIAGNOSTIC
DX	M8580	OTHER SPECIFIED DISORDERS OF BONE DENSITY AND STRUCTURE, UNSPECIFIED SITE
DX	S52391P	OTHER FRACTURE OF SHAFT OF RADIUS, RIGHT ARM, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH MALUNION
DX	349	OTHER AND UNSPECIFIED DISORDERS OF THE NERVOUS SYSTEM
DX	S7491XA	INJURY OF UNSPECIFIED NERVE AT HIP AND THIGH LEVEL, RIGHT LEG, INITIAL ENCOUNTER
PR	0HBXXZX	EXCISION OF LEFT NIPPLE, EXTERNAL APPROACH, DIAGNOSTIC
DX	H4723	GLAUCOMATOUS OPTIC ATROPHY
DX	H3483	TRIBUTARY (BRANCH) RETINAL VEIN OCCLUSION
DX	T85118D	BREAKDOWN (MECHANICAL) OF OTHER IMPLANTED ELECTRONIC STIMULATOR OF NERVOUS SYSTEM, SUBSEQUENT ENCOUNTER
DX	M84452S	PATHOLOGICAL FRACTURE, LEFT FEMUR, SEQUELA
RX	00030492420	nan
DX	X999XXS	ASSAULT BY UNSPECIFIED SHARP OBJECT, SEQUELA
RX	31722057310	ESOMEPRAZOLE MAGNESIUM
DX	R6520	SEVERE SEPSIS WITHOUT SEPTIC SHOCK
PR	0V9S0ZZ	DRAINAGE OF PENIS, OPEN APPROACH
PR	06.95	nan
PR	A9553	CHROMIUM CR-51 SODIUM CHROMATE, DIAGNOSTIC, PER STUDY DOSE, UP TO 250 MICROCURIES
RX	00517029172	MAGNESIUM SULFATE
PR	0YQP0ZZ	REPAIR RIGHT 1ST TOE, OPEN APPROACH
PR	0B21XFZ	CHANGE TRACHEOSTOMY DEVICE IN TRACHEA, EXTERNAL APPROACH
RX	00378528001	DILTIAZEM ER
DX	S53429A	ULNOHUMERAL (JOINT) SPRAIN OF UNSPECIFIED ELBOW, INITIAL ENCOUNTER
DX	O99340	OTHER MENTAL DISORDERS COMPLICATING PREGNANCY, UNSPECIFIED TRIMESTER
PR	26546	REPAIR NON-UNION, METACARPAL OR PHALANX (INCLUDES OBTAINING BONE GRAFT WITH OR WITHOUT EXTERNAL OR INTERNAL FIXATION)
PR	G8968	DOCUMENTATION OF MEDICAL REASON(S) FOR NOT PRESCRIBING WARFARIN OR ANOTHER FDA-APPROVED ANTICOAGULANT (E.G., ATRIAL APPENDAGE DEVICE IN PLACE)
DX	Q6479	OTHER CONGENITAL MALFORMATIONS OF BLADDER AND URETHRA
PR	0311T	NON-INVASIVE CALCULATION AND ANALYSIS OF CENTRAL ARTERIAL PRESSURE WAVEFORMS WITH INTERPRETATION AND REPORT
DX	30821	nan
DX	T671XXA	HEAT SYNCOPE, INITIAL ENCOUNTER
